snapshot_id,account_id,snapshot_year,snapshot_month,month_label,closing_balance,txn_count,fees_charged
109,5048,2023,1,2023-01,2052.09,41,19.62
110,5048,2023,2,2023-02,2056.57,24,0.92
111,5048,2023,3,2023-03,188.59,5,30.09
112,5048,2023,4,2023-04,0,12,7.83
113,5048,2023,5,2023-05,596.73,19,29.5
114,5048,2023,6,2023-06,5067.37,22,14.69
115,5048,2023,7,2023-07,6188.42,36,15.11
116,5048,2023,8,2023-08,7236.6,30,30.16
117,5048,2023,9,2023-09,11887.75,16,16.89
118,5048,2023,10,2023-10,12435.15,18,15.16
119,5048,2023,11,2023-11,17287.87,39,21.06
120,5048,2023,12,2023-12,18225.23,33,19.78
121,5048,2024,1,2024-01,27188.75,3,11.79
122,5048,2024,2,2024-02,29476.92,1,13.24
123,5048,2024,3,2024-03,27597.09,8,8.08
124,5048,2024,4,2024-04,24660.39,15,34.88
125,5048,2024,5,2024-05,29307.67,12,30.85
126,5048,2024,6,2024-06,31054.56,38,34.76
127,5294,2023,1,2023-01,44525.75,26,4.84
128,5294,2023,2,2023-02,49281.68,43,33.01
129,5294,2023,3,2023-03,51939.82,45,31.52
130,5294,2023,4,2023-04,50042.87,31,8.91
131,5294,2023,5,2023-05,54355.36,35,26.88
132,5294,2023,6,2023-06,57763.12,44,6.08
133,5294,2023,7,2023-07,60428.7,15,26.94
134,5294,2023,8,2023-08,63741.5,5,34.55
135,5294,2023,9,2023-09,67159.31,29,30.66
136,5294,2023,10,2023-10,69048.24,6,4.82
137,5294,2023,11,2023-11,66545.23,40,12.26
138,5294,2023,12,2023-12,66326.08,12,6.91
139,5294,2024,1,2024-01,10246.8,19,20.43
140,5294,2024,2,2024-02,12812.24,24,18.97
141,5294,2024,3,2024-03,14844.89,31,3.66
142,5294,2024,4,2024-04,16669.39,29,30.88
143,5294,2024,5,2024-05,16100.21,14,23.07
144,5294,2024,6,2024-06,20939.15,39,13.03
145,5003,2023,1,2023-01,37430.06,7,22.72
146,5003,2023,2,2023-02,38346.36,17,27.0
147,5003,2023,3,2023-03,37874.28,36,8.81
148,5003,2023,4,2023-04,38476.44,40,6.77
149,5003,2023,5,2023-05,35980.2,14,33.15
150,5003,2023,6,2023-06,39163.91,24,3.46
151,5003,2023,7,2023-07,43778.02,18,22.49
152,5003,2023,8,2023-08,44215.16,19,18.64
153,5003,2023,9,2023-09,48467.77,31,2.68
154,5003,2023,10,2023-10,53141.51,21,6.57
155,5003,2023,11,2023-11,53122.63,30,33.48
156,5003,2023,12,2023-12,55731.83,13,7.31
157,5003,2024,1,2024-01,42404.41,0,10.62
158,5003,2024,2,2024-02,45575.16,10,20.4
159,5003,2024,3,2024-03,47619.81,2,21.14
160,5003,2024,4,2024-04,51425.52,4,26.72
161,5003,2024,5,2024-05,49541.23,20,12.74
162,5003,2024,6,2024-06,54310.61,10,14.16
163,5259,2023,1,2023-01,16395.23,21,17.43
164,5259,2023,2,2023-02,13626.67,15,14.38
165,5259,2023,3,2023-03,11990.01,16,21.01
166,5259,2023,4,2023-04,16279.77,40,23.0
167,5259,2023,5,2023-05,15463.22,21,16.18
168,5259,2023,6,2023-06,15437.49,27,26.5
169,5259,2023,7,2023-07,17954.6,38,2.79
170,5259,2023,8,2023-08,17287.46,35,4.62
171,5259,2023,9,2023-09,14747.72,26,2.79
172,5259,2023,10,2023-10,14953.44,30,2.69
173,5259,2023,11,2023-11,13416.08,7,31.95
174,5259,2023,12,2023-12,16778.96,31,3.78
175,5259,2024,1,2024-01,27790.22,0,14.68
176,5259,2024,2,2024-02,32375.98,26,23.6
177,5259,2024,3,2024-03,36401.09,27,22.54
178,5259,2024,4,2024-04,34958.8,11,4.0
179,5259,2024,5,2024-05,32988.39,37,19.47
180,5259,2024,6,2024-06,34130.18,16,14.63
181,5022,2023,1,2023-01,20717.83,20,3.58
182,5022,2023,2,2023-02,20756.12,8,25.45
183,5022,2023,3,2023-03,24546.47,18,28.49
184,5022,2023,4,2023-04,24964.45,7,2.73
185,5022,2023,5,2023-05,23054.77,13,7.2
186,5022,2023,6,2023-06,26126.93,2,20.34
187,5022,2023,7,2023-07,30967.23,41,12.16
188,5022,2023,8,2023-08,32130.98,9,5.31
189,5022,2023,9,2023-09,30966.16,0,0.22
190,5022,2023,10,2023-10,34372.35,24,7.79
191,5022,2023,11,2023-11,38672.15,5,19.37
192,5022,2023,12,2023-12,43225.3,22,11.11
193,5022,2024,1,2024-01,33165.15,5,31.25
194,5022,2024,2,2024-02,35590.95,35,23.98
195,5022,2024,3,2024-03,37654.71,17,25.51
196,5022,2024,4,2024-04,39216.25,44,19.22
197,5022,2024,5,2024-05,41000.63,8,2.21
198,5022,2024,6,2024-06,44736.16,12,26.02
199,5144,2023,1,2023-01,4252.26,43,16.08
200,5144,2023,2,2023-02,7078.09,27,28.6
201,5144,2023,3,2023-03,5679.79,24,11.84
202,5144,2023,4,2023-04,6450.7,23,14.1
203,5144,2023,5,2023-05,6514.77,16,6.3
204,5144,2023,6,2023-06,8253.85,20,19.39
205,5144,2023,7,2023-07,13098.63,10,15.74
206,5144,2023,8,2023-08,17203.0,0,31.5
207,5144,2023,9,2023-09,16627.12,26,33.78
208,5144,2023,10,2023-10,19994.56,24,15.75
209,5144,2023,11,2023-11,17888.77,26,27.09
210,5144,2023,12,2023-12,20253.24,39,31.07
211,5144,2024,1,2024-01,29066.52,22,31.13
212,5144,2024,2,2024-02,28501.19,42,2.52
213,5144,2024,3,2024-03,33444.41,22,18.32
214,5144,2024,4,2024-04,38215.33,19,20.7
215,5144,2024,5,2024-05,42312.39,18,3.96
216,5144,2024,6,2024-06,43523.44,24,0.64
217,5235,2023,1,2023-01,13627.31,14,22.5
218,5235,2023,2,2023-02,12824.54,36,25.83
219,5235,2023,3,2023-03,17415.95,21,0.41
220,5235,2023,4,2023-04,14743.04,13,17.64
221,5235,2023,5,2023-05,12873.98,17,28.54
222,5235,2023,6,2023-06,14519.89,3,0.29
223,5235,2023,7,2023-07,18172.66,20,30.35
224,5235,2023,8,2023-08,17221.75,10,2.86
225,5235,2023,9,2023-09,18693.97,19,6.91
226,5235,2023,10,2023-10,23589.28,10,7.38
227,5235,2023,11,2023-11,28095.36,0,16.49
228,5235,2023,12,2023-12,32168.63,32,16.21
229,5235,2024,1,2024-01,45962.18,12,9.35
230,5235,2024,2,2024-02,48265.89,40,0.25
231,5235,2024,3,2024-03,45707.73,42,33.49
232,5235,2024,4,2024-04,47902.36,36,22.03
233,5235,2024,5,2024-05,45281.23,41,13.04
234,5235,2024,6,2024-06,46224.91,44,23.09
235,5375,2023,1,2023-01,31508.21,34,28.32
236,5375,2023,2,2023-02,30925.39,25,14.32
237,5375,2023,3,2023-03,30283.97,18,21.19
238,5375,2023,4,2023-04,29280.84,22,3.81
239,5375,2023,5,2023-05,28769.07,37,21.46
240,5375,2023,6,2023-06,29859.11,16,6.44
241,5375,2023,7,2023-07,32049.3,1,31.23
242,5375,2023,8,2023-08,34649.83,39,16.27
243,5375,2023,9,2023-09,32904.58,14,30.46
244,5375,2023,10,2023-10,36418.77,32,32.29
245,5375,2023,11,2023-11,38894.62,33,15.96
246,5375,2023,12,2023-12,43045.76,3,34.95
247,5375,2024,1,2024-01,22153.08,9,9.29
248,5375,2024,2,2024-02,23651.25,23,34.24
249,5375,2024,3,2024-03,20907.45,18,14.96
250,5375,2024,4,2024-04,24728.18,44,15.73
251,5375,2024,5,2024-05,21925.08,3,32.17
252,5375,2024,6,2024-06,18985.78,39,12.99
253,5154,2023,1,2023-01,22965.7,27,16.45
254,5154,2023,2,2023-02,23953.34,38,27.78
255,5154,2023,3,2023-03,24259.33,31,13.48
256,5154,2023,4,2023-04,29253.17,8,26.9
257,5154,2023,5,2023-05,34009.13,34,9.43
258,5154,2023,6,2023-06,31884.63,8,12.88
259,5154,2023,7,2023-07,34082.52,26,0.65
260,5154,2023,8,2023-08,32439.5,35,29.84
261,5154,2023,9,2023-09,34259.07,45,19.46
262,5154,2023,10,2023-10,35242.24,20,33.99
263,5154,2023,11,2023-11,39644.76,31,18.6
264,5154,2023,12,2023-12,40549.12,23,20.78
265,5154,2024,1,2024-01,17707.29,26,28.46
266,5154,2024,2,2024-02,22499.46,11,17.55
267,5154,2024,3,2024-03,22460.51,14,12.29
268,5154,2024,4,2024-04,21930.5,27,5.46
269,5154,2024,5,2024-05,19314.99,27,31.26
270,5154,2024,6,2024-06,19044.28,31,7.93
271,5298,2023,1,2023-01,38211.98,20,12.47
272,5298,2023,2,2023-02,39452.1,32,1.62
273,5298,2023,3,2023-03,36866.38,5,31.23
274,5298,2023,4,2023-04,39528.65,37,28.1
275,5298,2023,5,2023-05,39651.68,25,30.12
276,5298,2023,6,2023-06,41687.13,45,30.02
277,5298,2023,7,2023-07,41253.25,42,22.06
278,5298,2023,8,2023-08,45376.35,40,26.19
279,5298,2023,9,2023-09,49491.14,23,20.07
280,5298,2023,10,2023-10,49223.55,28,32.29
281,5298,2023,11,2023-11,49893.9,41,32.17
282,5298,2023,12,2023-12,49939.42,35,1.71
283,5298,2024,1,2024-01,6078.89,1,5.96
284,5298,2024,2,2024-02,4741.24,6,8.37
285,5298,2024,3,2024-03,2844.68,26,26.39
286,5298,2024,4,2024-04,7741.88,8,33.91
287,5298,2024,5,2024-05,7242.84,21,16.42
288,5298,2024,6,2024-06,8870.69,23,32.02
289,5393,2023,1,2023-01,17685.73,3,6.35
290,5393,2023,2,2023-02,20208.92,7,21.07
291,5393,2023,3,2023-03,24636.12,3,14.01
292,5393,2023,4,2023-04,23319.4,27,21.86
293,5393,2023,5,2023-05,27319.46,29,25.93
294,5393,2023,6,2023-06,26598.44,29,23.09
295,5393,2023,7,2023-07,27324.55,38,5.68
296,5393,2023,8,2023-08,30621.07,2,30.53
297,5393,2023,9,2023-09,27929.67,6,19.6
298,5393,2023,10,2023-10,26325.32,15,13.21
299,5393,2023,11,2023-11,29371.31,42,32.7
300,5393,2023,12,2023-12,27769.38,38,25.9
301,5393,2024,1,2024-01,37548.63,30,24.96
302,5393,2024,2,2024-02,42347.0,5,27.58
303,5393,2024,3,2024-03,43541.76,25,29.49
304,5393,2024,4,2024-04,46614.57,17,15.68
305,5393,2024,5,2024-05,45594.13,35,24.85
306,5393,2024,6,2024-06,43034.84,35,6.9
307,5329,2023,1,2023-01,8585.99,34,3.59
308,5329,2023,2,2023-02,9349.73,37,27.96
309,5329,2023,3,2023-03,11727.55,30,26.44
310,5329,2023,4,2023-04,12194.21,36,0.01
311,5329,2023,5,2023-05,10759.91,40,0.88
312,5329,2023,6,2023-06,10520.05,10,20.52
313,5329,2023,7,2023-07,14841.45,39,23.62
314,5329,2023,8,2023-08,12657.35,26,25.84
315,5329,2023,9,2023-09,13326.21,24,2.63
316,5329,2023,10,2023-10,14173.15,2,3.58
317,5329,2023,11,2023-11,16601.25,7,3.42
318,5329,2023,12,2023-12,19246.54,12,29.64
319,5329,2024,1,2024-01,16398.72,31,18.0
320,5329,2024,2,2024-02,16337.3,7,5.02
321,5329,2024,3,2024-03,19191.07,4,0.09
322,5329,2024,4,2024-04,23323.08,44,7.66
323,5329,2024,5,2024-05,24327.89,34,7.12
324,5329,2024,6,2024-06,27395.82,43,19.0
325,5023,2023,1,2023-01,49028.52,41,30.06
326,5023,2023,2,2023-02,51906.81,6,12.15
327,5023,2023,3,2023-03,54939.7,30,20.75
328,5023,2023,4,2023-04,57394.9,43,18.12
329,5023,2023,5,2023-05,58444.0,35,10.41
330,5023,2023,6,2023-06,58701.84,21,24.37
331,5023,2023,7,2023-07,60312.38,25,15.75
332,5023,2023,8,2023-08,63324.48,15,6.9
333,5023,2023,9,2023-09,68127.0,41,2.55
334,5023,2023,10,2023-10,68870.59,36,3.41
335,5023,2023,11,2023-11,69801.42,5,1.95
336,5023,2023,12,2023-12,72232.7,10,2.12
337,5023,2024,1,2024-01,25256.13,7,32.61
338,5023,2024,2,2024-02,26597.02,43,10.33
339,5023,2024,3,2024-03,25758.09,4,16.02
340,5023,2024,4,2024-04,27331.93,33,18.56
341,5023,2024,5,2024-05,28456.38,34,17.03
342,5023,2024,6,2024-06,29764.88,15,19.48
343,5182,2023,1,2023-01,16001.69,28,3.17
344,5182,2023,2,2023-02,16290.09,22,26.79
345,5182,2023,3,2023-03,13822.52,14,2.98
346,5182,2023,4,2023-04,14701.42,43,16.42
347,5182,2023,5,2023-05,12337.39,8,27.86
348,5182,2023,6,2023-06,15972.84,5,12.54
349,5182,2023,7,2023-07,20369.91,17,29.3
350,5182,2023,8,2023-08,25317.51,40,3.31
351,5182,2023,9,2023-09,29822.47,37,29.02
352,5182,2023,10,2023-10,27662.53,20,24.32
353,5182,2023,11,2023-11,30087.52,13,21.14
354,5182,2023,12,2023-12,34271.12,18,11.91
355,5182,2024,1,2024-01,37671.78,21,24.39
356,5182,2024,2,2024-02,39181.31,4,6.78
357,5182,2024,3,2024-03,36216.68,38,18.09
358,5182,2024,4,2024-04,33879.35,31,21.74
359,5182,2024,5,2024-05,37504.28,6,27.47
360,5182,2024,6,2024-06,41302.08,44,11.42
361,5045,2023,1,2023-01,34163.1,16,33.68
362,5045,2023,2,2023-02,37095.21,18,8.22
363,5045,2023,3,2023-03,41678.63,45,22.01
364,5045,2023,4,2023-04,42440.9,18,2.29
365,5045,2023,5,2023-05,46931.91,7,4.42
366,5045,2023,6,2023-06,48678.52,35,21.4
367,5045,2023,7,2023-07,53297.97,45,31.96
368,5045,2023,8,2023-08,55307.69,37,17.46
369,5045,2023,9,2023-09,55432.01,34,16.86
370,5045,2023,10,2023-10,57368.53,31,27.39
371,5045,2023,11,2023-11,60667.85,12,28.92
372,5045,2023,12,2023-12,58668.39,44,22.36
373,5045,2024,1,2024-01,33608.45,29,32.04
374,5045,2024,2,2024-02,31621.95,23,27.86
375,5045,2024,3,2024-03,31945.8,29,3.52
376,5045,2024,4,2024-04,34257.77,44,32.68
377,5045,2024,5,2024-05,36710.75,28,6.68
378,5045,2024,6,2024-06,40292.22,26,33.24
379,5191,2023,1,2023-01,41388.84,42,0.32
380,5191,2023,2,2023-02,41060.39,18,17.41
381,5191,2023,3,2023-03,42667.61,14,12.27
382,5191,2023,4,2023-04,41347.72,29,15.74
383,5191,2023,5,2023-05,39386.8,7,17.98
384,5191,2023,6,2023-06,37236.51,42,6.87
385,5191,2023,7,2023-07,36742.21,41,27.47
386,5191,2023,8,2023-08,40286.02,32,9.29
387,5191,2023,9,2023-09,39130.54,36,28.06
388,5191,2023,10,2023-10,42135.73,18,4.12
389,5191,2023,11,2023-11,42045.4,7,28.35
390,5191,2023,12,2023-12,40086.99,43,31.89
391,5191,2024,1,2024-01,22751.64,36,17.17
392,5191,2024,2,2024-02,23845.9,14,15.5
393,5191,2024,3,2024-03,21244.04,4,4.61
394,5191,2024,4,2024-04,26041.63,7,32.33
395,5191,2024,5,2024-05,29747.07,5,1.67
396,5191,2024,6,2024-06,28543.67,15,22.67
397,5267,2023,1,2023-01,9209.13,10,20.62
398,5267,2023,2,2023-02,9802.08,38,16.38
399,5267,2023,3,2023-03,8832.2,16,11.88
400,5267,2023,4,2023-04,9716.67,40,33.67
401,5267,2023,5,2023-05,12053.09,26,32.36
402,5267,2023,6,2023-06,14534.11,41,32.63
403,5267,2023,7,2023-07,12734.38,11,7.08
404,5267,2023,8,2023-08,13219.3,14,15.71
405,5267,2023,9,2023-09,14558.47,15,3.1
406,5267,2023,10,2023-10,11855.16,27,14.74
407,5267,2023,11,2023-11,9676.25,40,7.13
408,5267,2023,12,2023-12,10581.13,26,19.4
409,5267,2024,1,2024-01,18038.51,14,7.03
410,5267,2024,2,2024-02,16570.9,45,14.99
411,5267,2024,3,2024-03,19234.0,16,29.22
412,5267,2024,4,2024-04,19083.52,19,24.55
413,5267,2024,5,2024-05,20431.61,28,8.57
414,5267,2024,6,2024-06,22205.76,16,19.23
415,5145,2023,1,2023-01,31576.61,25,3.29
416,5145,2023,2,2023-02,33082.68,30,29.2
417,5145,2023,3,2023-03,30856.46,32,25.9
418,5145,2023,4,2023-04,34091.36,10,25.49
419,5145,2023,5,2023-05,34556.97,40,5.19
420,5145,2023,6,2023-06,32575.47,41,33.25
421,5145,2023,7,2023-07,34353.15,37,9.38
422,5145,2023,8,2023-08,32541.46,21,29.81
423,5145,2023,9,2023-09,35283.18,24,8.3
424,5145,2023,10,2023-10,39100.93,44,11.81
425,5145,2023,11,2023-11,39091.29,32,24.96
426,5145,2023,12,2023-12,40097.7,23,22.67
427,5145,2024,1,2024-01,30145.05,9,23.0
428,5145,2024,2,2024-02,27620.75,13,17.54
429,5145,2024,3,2024-03,26622.14,42,28.04
430,5145,2024,4,2024-04,30845.34,39,29.99
431,5145,2024,5,2024-05,28222.66,34,16.29
432,5145,2024,6,2024-06,25912.4,12,3.77
433,5265,2023,1,2023-01,41659.15,21,34.9
434,5265,2023,2,2023-02,41972.26,44,19.35
435,5265,2023,3,2023-03,43672.28,15,22.93
436,5265,2023,4,2023-04,42705.56,38,8.28
437,5265,2023,5,2023-05,47638.36,36,31.64
438,5265,2023,6,2023-06,47621.22,44,23.41
439,5265,2023,7,2023-07,51759.79,0,2.8
440,5265,2023,8,2023-08,54503.94,42,16.15
441,5265,2023,9,2023-09,55277.81,22,7.42
442,5265,2023,10,2023-10,58722.53,33,24.89
443,5265,2023,11,2023-11,59445.22,21,24.28
444,5265,2023,12,2023-12,60427.55,27,9.34
445,5265,2024,1,2024-01,11415.12,25,9.85
446,5265,2024,2,2024-02,8450.31,35,31.13
447,5265,2024,3,2024-03,6095.8,5,23.02
448,5265,2024,4,2024-04,7762.65,3,6.48
449,5265,2024,5,2024-05,10163.45,5,0.97
450,5265,2024,6,2024-06,11707.35,41,32.02
451,5268,2023,1,2023-01,46603.68,0,34.45
452,5268,2023,2,2023-02,43636.62,6,0.48
453,5268,2023,3,2023-03,48418.92,40,6.86
454,5268,2023,4,2023-04,51289.76,10,3.64
455,5268,2023,5,2023-05,53937.24,8,19.61
456,5268,2023,6,2023-06,53805.85,1,32.11
457,5268,2023,7,2023-07,51842.74,37,32.91
458,5268,2023,8,2023-08,49434.27,13,11.73
459,5268,2023,9,2023-09,47497.2,41,8.73
460,5268,2023,10,2023-10,48648.07,8,18.99
461,5268,2023,11,2023-11,48344.82,43,24.62
462,5268,2023,12,2023-12,53329.01,31,19.66
463,5268,2024,1,2024-01,23526.91,45,7.02
464,5268,2024,2,2024-02,20962.25,14,29.21
465,5268,2024,3,2024-03,20794.88,33,32.08
466,5268,2024,4,2024-04,23220.47,25,0.05
467,5268,2024,5,2024-05,20658.85,1,9.8
468,5268,2024,6,2024-06,20807.5,33,7.09
469,5260,2023,1,2023-01,51194.22,6,22.54
470,5260,2023,2,2023-02,48632.65,26,12.57
471,5260,2023,3,2023-03,51212.96,13,25.92
472,5260,2023,4,2023-04,50744.87,2,25.18
473,5260,2023,5,2023-05,52384.96,26,11.2
474,5260,2023,6,2023-06,53892.46,38,18.22
475,5260,2023,7,2023-07,56381.31,25,29.19
476,5260,2023,8,2023-08,56166.18,6,12.27
477,5260,2023,9,2023-09,56751.94,2,3.3
478,5260,2023,10,2023-10,54969.32,30,9.66
479,5260,2023,11,2023-11,57791.99,9,32.71
480,5260,2023,12,2023-12,62204.62,27,22.41
481,5260,2024,1,2024-01,28395.19,17,4.7
482,5260,2024,2,2024-02,30182.47,20,10.52
483,5260,2024,3,2024-03,31116.52,31,2.97
484,5260,2024,4,2024-04,29325.46,8,28.91
485,5260,2024,5,2024-05,29957.61,9,5.8
486,5260,2024,6,2024-06,32808.78,15,24.01
487,5067,2023,1,2023-01,19145.28,1,29.67
488,5067,2023,2,2023-02,19382.38,43,4.46
489,5067,2023,3,2023-03,22269.5,30,0.03
490,5067,2023,4,2023-04,24587.92,14,22.59
491,5067,2023,5,2023-05,29025.24,6,5.14
492,5067,2023,6,2023-06,31621.51,7,27.67
493,5067,2023,7,2023-07,30350.82,29,33.06
494,5067,2023,8,2023-08,35114.29,9,17.59
495,5067,2023,9,2023-09,38826.77,16,24.11
496,5067,2023,10,2023-10,40007.03,9,5.75
497,5067,2023,11,2023-11,44719.08,32,6.89
498,5067,2023,12,2023-12,47642.16,32,16.26
499,5067,2024,1,2024-01,26345.57,7,22.94
500,5067,2024,2,2024-02,30070.11,1,9.8
501,5067,2024,3,2024-03,31323.8,11,24.96
502,5067,2024,4,2024-04,32545.48,32,8.21
503,5067,2024,5,2024-05,36180.11,42,28.68
504,5067,2024,6,2024-06,33828.34,34,22.93
505,5036,2023,1,2023-01,12331.17,10,8.93
506,5036,2023,2,2023-02,16356.38,23,5.79
507,5036,2023,3,2023-03,16307.09,11,7.7
508,5036,2023,4,2023-04,15571.91,14,24.78
509,5036,2023,5,2023-05,14281.56,5,2.62
510,5036,2023,6,2023-06,16218.04,16,16.85
511,5036,2023,7,2023-07,13758.16,4,17.32
512,5036,2023,8,2023-08,11942.08,15,31.37
513,5036,2023,9,2023-09,11998.14,40,34.66
514,5036,2023,10,2023-10,14704.89,37,22.82
515,5036,2023,11,2023-11,18951.28,42,3.7
516,5036,2023,12,2023-12,22772.89,40,1.48
517,5036,2024,1,2024-01,30226.2,31,31.38
518,5036,2024,2,2024-02,30218.59,27,16.15
519,5036,2024,3,2024-03,28586.73,41,30.45
520,5036,2024,4,2024-04,25954.84,27,17.42
521,5036,2024,5,2024-05,25408.96,14,34.84
522,5036,2024,6,2024-06,23635.2,6,26.41
523,5095,2023,1,2023-01,52975.48,25,8.23
524,5095,2023,2,2023-02,55897.37,28,31.7
525,5095,2023,3,2023-03,57595.45,33,21.8
526,5095,2023,4,2023-04,58702.46,9,18.2
527,5095,2023,5,2023-05,58707.19,44,33.84
528,5095,2023,6,2023-06,57872.8,8,13.61
529,5095,2023,7,2023-07,56858.43,21,20.65
530,5095,2023,8,2023-08,57904.96,14,27.18
531,5095,2023,9,2023-09,61921.08,33,5.3
532,5095,2023,10,2023-10,60681.5,30,16.53
533,5095,2023,11,2023-11,64599.91,27,26.0
534,5095,2023,12,2023-12,67605.77,41,32.71
535,5095,2024,1,2024-01,47582.48,44,27.9
