account_id,customer_id,account_type,account_status,open_date,balance,currency,branch_id,interest_rate
5085,1185,Certificate of Deposit,inactive,18-Sep-2015,1202.2,USD,14,3.20%
5086,1102,checking account,A,13-Jun-2022,907021,US Dollar,19,7.53
5087,1024,savings,C,04/08/2023,995467,$,13,3.31
5088,1056,checking account,ACTIVE,"Aug 11, 2021",14475.69,$,2,4.08%
5089,1180,CHECKING,Open,"Aug 16, 2016",46161.20,dollars,12,5.78%
5090,1079,CHK,0,06/05/2022,82161.84,US Dollar,2,1.24
5091,1142,line_of_credit,1,05/14/2016,5413014,$,18,7.32
5092,1100,CHK,Closed,05/03/2018,7880188,$,7,0.0311
5093,1162,LOC,inactive,"Nov 25, 2015",6505635,dollars,16,6.53%
5094,1086,CREDIT,INACTIVE,"Sep 29, 2015",8083.82,usd,12,5.89
5095,1117,CHK,inactive,"Jul 11, 2016","$3,954.45",usd,1,5.41
5096,1161,savings account,Open,"Jan 01, 2023",48731.70,USD,5,2.1
5097,1116,Certificate of Deposit,INACTIVE,09/03/2018,62357.22,$,10,2.21
5098,1107,Line of Credit,active,2017-07-08,"$33,143.75",dollars,1,7.61
5099,1023,CD,A,23-Oct-2019,"$21,882.46",usd,20,1.35
5100,1023,Line of Credit,active,"Nov 18, 2019",80489.32,USD,15,1.1
5101,1058,Savings,A,"Apr 14, 2019","$80,387.47",$,5,3.02%
5102,1154,Savings,INACTIVE,20-Aug-2016,23693.70,usd,1,3.93%
5103,1061,CD,A,"Jun 29, 2016","$31,104.03",dollars,11,1.60%
5104,1183,line_of_credit,Inactive,2021-03-31,35691.38,US Dollar,2,0.0279
5105,1061,Certificate of Deposit,Open,"Jan 22, 2015",84721.22,US Dollar,9,0.0597
5106,1102,Line of Credit,active,"Dec 02, 2017",82268.94,US Dollar,6,0.0129
5107,1120,checking account,ACTIVE,2016-04-23,"$26,630.64",US Dollar,11,4.03%
5108,1128,SAVINGS,Inactive,15-Nov-2021,3033063,dollars,9,2.98%
5109,1043,LOC,Inactive,2022-02-20,"$84,535.31",usd,15,4.89
5110,1039,Checking,A,2020-03-28,1515858,dollars,14,2.82
5111,1011,CD,Open,2016-04-05,84043.99,US Dollar,5,4.40%
5112,1024,Savings,INACTIVE,04/26/2021,23791.96,usd,19,6.25%
5113,1135,SAV,Closed,2016-01-22,78195.33,usd,11,6.38
5114,1175,CHECKING,Closed,"Apr 29, 2015",3143924,USD,3,0.0686
5115,1117,SAVINGS,C,24-Dec-2021,"$55,759.54",$,15,7.79
5116,1055,Checking,inactive,"Oct 17, 2015",54531.56,$,18,6.59
5117,1103,SAVINGS,active,"Oct 29, 2016",20026.85,dollars,13,0.0162
5118,1166,checking account,ACTIVE,09/06/2022,25025.74,dollars,20,6.15%
5119,1171,CHECKING,INACTIVE,"May 05, 2020",30917.56,usd,9,4.43%
5120,1194,CREDIT,inactive,16-Jan-2016,3098418,usd,2,4.04%
5121,1174,savings,0,2022-01-22,58173.22,usd,17,7.51
5122,1120,CREDIT,ACTIVE,09/03/2022,7706625,dollars,10,0.031
5123,1076,Checking,closed,2019-10-07,604353,USD,14,4.59
5124,1170,SAVINGS,Open,04/11/2016,"$21,290.55",USD,15,0.0638
5125,1101,Checking,ACTIVE,07-Feb-2020,35089.51,$,15,3.2
5126,1048,Savings,active,2016-03-11,6187.86,US Dollar,14,2.82
5127,1102,CHECKING,Active,"May 18, 2022",14183.37,dollars,20,4.22%
5128,1159,Line of Credit,Inactive,2016-05-27,"$57,110.17",dollars,5,0.0663
5129,1029,CHK,Inactive,"Aug 17, 2016","$82,479.49",USD,8,2.46
5130,1023,savings account,inactive,"Nov 11, 2016",3912287,dollars,5,0.0395
5131,1121,CHK,INACTIVE,24-May-2019,37933.64,usd,2,2.41
5132,1027,CREDIT,Closed,"Apr 06, 2018",7205669,US Dollar,2,5.17
5133,1125,cert_deposit,C,"Dec 03, 2020",61454.51,dollars,1,0.0262
5134,1142,checking,1,19-Jul-2020,7584100,dollars,20,0.0722
5135,1179,CREDIT,Active,08/08/2017,13294.01,usd,17,4.28%
5136,1155,CD,active,"Apr 26, 2022","$75,011.33",dollars,12,7.72
5137,1160,Savings,1,12/10/2016,5855464,USD,7,0.0567
5138,1026,CREDIT,CLOSED,09-Jan-2019,"$25,462.24",usd,9,0.049
5139,1045,cert_deposit,Active,07/17/2017,6848273,$,4,4.01
5140,1067,LOC,inactive,2017-12-31,29873.1,USD,5,6.39
5141,1113,CD,INACTIVE,2016-02-22,64117.85,USD,18,6.47
5142,1043,CHECKING,INACTIVE,"Dec 10, 2022",17060.52,$,15,2.10%
5143,1040,Line of Credit,Open,08/30/2019,6953825,USD,1,6.94%
5144,1088,savings account,closed,01/17/2019,1414288,$,8,3.61%
5145,1059,checking account,inactive,2022-08-26,3616435,dollars,12,7.29
5146,1038,CHK,Inactive,"Jul 04, 2019",68434.11,USD,6,1.59%
5147,1101,Checking,0,31-Jan-2022,7837536,usd,17,0.0732
5148,1103,CertDeposit,INACTIVE,02/19/2018,2551962,$,17,0.0736
5149,1115,Savings,closed,11/15/2018,52882.75,US Dollar,13,5.56
5150,1022,Checking,closed,2018-03-08,28099.15,usd,7,4.64
5151,1134,LOC,inactive,08/23/2021,53851.11,USD,9,1.2
5152,1186,CREDIT,closed,12-Jan-2022,8942.78,USD,17,6.89%
5153,1013,CHECKING,CLOSED,05/13/2023,24975.68,USD,19,0.0417
5154,1077,savings account,0,03/27/2019,66599.48,US Dollar,17,5.71
5155,1084,cert_deposit,C,"Dec 24, 2022",15963.47,$,14,0.0418
5156,1024,Checking,Closed,"Feb 21, 2019",7546753,dollars,17,0.025
5157,1068,Certificate of Deposit,0,03/17/2023,"$35,702.60",dollars,14,5.82%
5158,1130,checking account,CLOSED,12/07/2020,6030337,usd,4,7.78
5159,1122,Checking,Inactive,2021-09-30,12909.79,US Dollar,14,0.0359
5160,1095,savings account,Active,"May 27, 2018",44197.48,USD,10,3.60%
5161,1037,checking account,inactive,03/07/2018,4991287,USD,7,7.56%
5162,1001,CHECKING,closed,"Jun 22, 2018",29309.48,USD,19,3.92
5163,1097,Certificate of Deposit,INACTIVE,"Aug 29, 2020",6106286,US Dollar,15,0.0193
5164,1039,LOC,ACTIVE,2019-06-08,6788389,US Dollar,11,0.0387
5165,1189,SAVINGS,0,2022-01-24,7069.31,usd,10,5.95
5166,1050,CertDeposit,C,2020-08-20,"$64,276.10",US Dollar,1,4.65%
5167,1005,SAVINGS,inactive,"Oct 21, 2021",17096.33,US Dollar,11,4.11
5168,1126,CHK,Open,23-Jul-2018,36864.99,dollars,13,1.17
5169,1030,CHECKING,closed,"Sep 23, 2016","$13,877.34",usd,10,0.0228
5170,1016,LOC,active,"Aug 03, 2018",1823.14,USD,5,0.0309
5171,1067,line_of_credit,INACTIVE,"Jul 28, 2021",7640738,USD,8,2.42
5172,1030,SAVINGS,Active,04/29/2015,26717.77,US Dollar,14,3.85%
5173,1069,CertDeposit,C,"May 29, 2016",5722083,usd,10,6.34
5174,1022,cert_deposit,A,"Oct 01, 2017",6643638,usd,18,0.0361
5175,1011,CHK,INACTIVE,"Jan 03, 2015",39227.75,US Dollar,2,0.0302
5176,1154,SAVINGS,INACTIVE,24-Jul-2021,57639.81,$,17,0.069
5177,1042,CertDeposit,C,26-Jul-2016,547946,USD,18,0.0377
5178,1054,cert_deposit,inactive,01/29/2020,26714.99,$,9,5.45
5179,1088,Savings,CLOSED,"Jul 01, 2016",81493.87,$,1,1.11
5180,1003,SAV,Closed,2015-11-29,4702010,dollars,3,6.34
5181,1173,CHECKING,Open,2019-05-04,82609.34,dollars,6,6.79%
5182,1119,Line of Credit,A,08/19/2022,37511.39,usd,12,6.20%
5183,1158,savings account,inactive,"May 31, 2015","$60,872.71",usd,9,7.86%
5184,1002,Savings,INACTIVE,08/11/2020,"$54,086.29",USD,16,7.09
5185,1169,SAV,ACTIVE,22-Jul-2017,"$49,788.07",USD,17,1.89
5186,1174,CHK,Inactive,"Feb 03, 2020",57446.3,US Dollar,1,2.77
5187,1083,CREDIT,INACTIVE,26-Mar-2020,84581.6,$,16,1.85
5188,1185,savings,Active,01/22/2015,23263.27,dollars,13,4.73%
5189,1021,CHK,Inactive,17-Mar-2017,18791.19,dollars,6,0.077
5190,1017,CHECKING,Active,10/01/2018,40537.13,USD,9,5.15
5191,1122,savings,Open,"Oct 26, 2015",70680.25,$,20,0.0464
5192,1161,CD,C,07/07/2018,10172.65,USD,3,7.42%
5193,1114,Checking,1,2015-08-17,51718.15,dollars,18,1.46
5194,1098,line_of_credit,ACTIVE,2022-05-26,5227932,dollars,20,2.63
5195,1099,CD,inactive,"Apr 20, 2022",36103.04,US Dollar,1,5.33%
5196,1151,Savings,ACTIVE,03/04/2017,8279.97,US Dollar,19,5.99
5197,1091,CREDIT,CLOSED,06/30/2015,61455.27,dollars,2,0.023
5198,1150,CREDIT,closed,"Aug 19, 2016",81557.89,$,5,3.18
5199,1155,LOC,1,2022-08-10,"$31,034.96",USD,5,4.62
5200,1130,CertDeposit,INACTIVE,2022-03-08,4168.92,$,7,0.0237
5201,1049,Certificate of Deposit,Inactive,27-Jun-2021,58652.41,dollars,19,5.20%
5202,1108,LOC,active,03/01/2022,846450,USD,8,0.0447
5203,1160,Savings,A,04/20/2017,40603.8,$,13,6.65%
5204,1093,CHK,ACTIVE,09-Dec-2019,30099.31,US Dollar,7,1.81%
5205,1008,Savings,A,12/14/2016,"$23,790.63",usd,11,7.2
5206,1051,CHK,active,2016-07-16,71566.36,USD,13,1.15
5207,1054,savings account,CLOSED,2021-12-27,20032.82,$,14,5.63
5208,1037,checking account,inactive,"Jul 26, 2018","$15,714.32",US Dollar,20,3.65%
5209,1012,Savings,INACTIVE,01/22/2022,4528254,usd,9,0.0329
5210,1054,checking,inactive,09-May-2019,3974205,US Dollar,17,1.45
5211,1133,CD,active,"Jan 10, 2023",27015.88,$,16,4.68%
5212,1149,line_of_credit,0,"Jun 18, 2017","$78,261.34",US Dollar,7,0.0555
5213,1102,Savings,1,2017-11-08,"$35,839.45",dollars,18,5.00%
5214,1193,checking,1,20-Mar-2020,3750519,$,17,0.0261
5215,1116,CD,Closed,"Apr 12, 2015","$34,465.46",dollars,6,3.22%
5216,1068,checking,Open,17-Feb-2021,"$76,576.18",$,3,6.9
5217,1026,CHECKING,ACTIVE,28-Jul-2022,30300.25,US Dollar,11,0.024
5218,1191,SAVINGS,A,19-Apr-2023,59832.45,usd,18,7.99
5219,1198,savings account,1,"May 08, 2022","$69,807.41",dollars,1,7.62
5220,1102,savings,A,"Aug 01, 2021",6134522,usd,18,4.32
5221,1088,checking,Open,"Sep 07, 2019",7181603,dollars,7,6.39
5222,1143,CHK,Open,09-Feb-2015,11380.24,usd,16,3.14
5223,1058,CREDIT,Closed,11-Jan-2021,58132.72,dollars,10,6.34
5224,1146,Checking,active,"Oct 25, 2021",1264060,$,19,4.98
5225,1053,line_of_credit,ACTIVE,21-May-2021,45198.94,usd,15,4.32%
5226,1044,CHECKING,0,06/24/2020,"$46,773.53",USD,1,6.79
5227,1018,line_of_credit,1,06-Feb-2020,17103.79,$,2,0.0562
5228,1044,LOC,INACTIVE,"Jun 12, 2016",7728896,dollars,18,0.021
5229,1191,checking,Closed,"Jun 22, 2018","$81,160.77",usd,14,0.0191
5230,1155,savings account,C,2016-08-07,1685418,dollars,15,0.0293
5231,1155,savings,closed,2020-03-10,27620.22,US Dollar,19,7.15%
5232,1074,CD,Open,08/28/2019,5937706,$,8,0.0374
5233,1118,line_of_credit,0,06/28/2015,15184.49,US Dollar,8,1.67
5234,1161,CertDeposit,1,"Jun 08, 2017",56499.17,USD,16,5.89
5235,1095,checking,inactive,2017-11-01,849670,$,7,0.0387
5236,1007,checking,0,"Jun 24, 2019",58878.53,dollars,7,3.67
5237,1003,SAVINGS,ACTIVE,"Mar 16, 2020",60128.02,usd,16,3.29
5238,1022,CertDeposit,0,2016-10-22,20216.1,dollars,6,1.98%
5239,1046,savings account,ACTIVE,02/15/2015,4521290,dollars,9,2.18
5240,1092,SAV,A,2015-07-15,6058225,US Dollar,17,2.51
5241,1177,savings account,CLOSED,06-Apr-2017,"$3,981.50",USD,8,1.34%
5242,1052,checking,Active,08/17/2022,35553.87,USD,3,0.0336
5243,1171,SAV,Inactive,08/14/2018,"$13,782.54",dollars,18,4.59%
5244,1139,line_of_credit,Closed,"Dec 12, 2016",9828.74,usd,1,1.74%
5245,1004,line_of_credit,A,16-Apr-2022,38725.34,USD,20,5.61%
5246,1018,Savings,Closed,12/28/2022,25281.18,US Dollar,18,0.045
5247,1025,LOC,0,"Sep 17, 2022",59034.96,usd,11,3.32
5248,1086,CHK,C,2023-04-27,"$77,484.83",dollars,8,3.68
5249,1006,CHECKING,1,11/22/2015,19711.89,dollars,2,6.3
5250,1128,savings account,A,"Feb 18, 2023",12467.84,usd,20,0.0549
5251,1035,SAVINGS,Open,2022-04-08,"$54,527.98",USD,10,4.65%
5252,1188,LOC,Open,"Oct 14, 2017",20212.29,US Dollar,8,1.38
5253,1047,CD,0,08/02/2015,$16.65,dollars,5,0.0149
5254,1024,SAV,C,12-Oct-2019,"$46,426.43",usd,15,0.0265
5255,1185,Savings,A,06/19/2021,35753.43,US Dollar,15,2.74%
5256,1124,checking,Open,"Aug 31, 2020","$33,549.90",usd,20,4.29%
5257,1124,CHK,inactive,09/03/2021,"$32,111.35",USD,18,6.31%
5258,1066,line_of_credit,CLOSED,23-May-2020,"$25,649.94",$,3,3.63
5259,1184,Certificate of Deposit,A,"Mar 11, 2023",1272894,usd,12,1.03
5260,1107,line_of_credit,Inactive,2015-10-19,31403.89,dollars,14,3.15
5261,1099,SAV,A,"Nov 28, 2018",64732.30,$,17,6.4
5262,1179,Checking,0,10-May-2020,32445.98,dollars,2,0.0615
5263,1179,checking account,1,2021-06-26,51264.75,usd,6,2.78
5264,1198,checking,0,11/26/2015,6034261,dollars,17,3.78
5265,1043,CREDIT,1,17-Apr-2019,5865205,US Dollar,19,7.77
5266,1193,checking,ACTIVE,"May 25, 2023",53893.41,$,7,6.70%
5267,1002,SAV,INACTIVE,"Sep 08, 2019",41542.34,USD,17,1.49
5268,1188,CREDIT,active,2020-06-15,1458231,usd,6,0.0593
5269,1146,Savings,active,"Nov 28, 2017",16680.44,usd,14,0.0666
5270,1163,SAV,ACTIVE,11/02/2018,2456224,dollars,1,0.0187
5271,1125,CHECKING,Active,2016-02-01,472033,USD,7,0.0566
5272,1155,cert_deposit,inactive,11-Oct-2021,22228.96,dollars,14,4.31%
5273,1175,LOC,Open,06-Nov-2021,69340.43,$,2,5.66%
5274,1026,CHK,CLOSED,2015-04-16,73931.30,dollars,20,0.0608
5275,1180,savings,Open,08-Feb-2017,38139.0,dollars,1,4.6
5276,1163,Line of Credit,INACTIVE,"Oct 21, 2021",3411.99,$,16,0.0575
5277,1090,CREDIT,CLOSED,10/22/2021,83877.51,USD,7,6.14%
5278,1033,Certificate of Deposit,inactive,2016-11-19,694619,US Dollar,15,7.91%
5279,1170,CertDeposit,A,2022-11-06,2030693,usd,3,6.27
5280,1184,CHK,active,"Jun 21, 2017",78929.8,$,9,7.32%
5281,1171,checking account,closed,2018-09-25,53668.37,dollars,8,1.63
5282,1097,line_of_credit,0,13-Aug-2017,54399.74,US Dollar,8,7.76%
5283,1075,checking,ACTIVE,20-Apr-2016,"$7,121.42",US Dollar,19,7.56
5284,1081,line_of_credit,C,"Feb 16, 2017",62506.48,$,13,1.43
5285,1198,Line of Credit,inactive,2021-08-16,5758034,usd,8,4.64
5286,1003,CertDeposit,INACTIVE,"Jun 15, 2017","$38,881.54",usd,16,6.71%
5287,1154,savings account,active,19-Aug-2020,6337362,USD,4,5.19%
5288,1162,Savings,CLOSED,09/17/2016,24422.83,dollars,7,1.41%
5289,1199,SAV,INACTIVE,"Oct 14, 2016",41181.65,dollars,1,3.09
5290,1109,Certificate of Deposit,Open,03/05/2018,6428456,dollars,10,1.5
5291,1025,checking account,Open,"Dec 16, 2022","$63,818.78",US Dollar,10,0.0706
5292,1148,checking account,CLOSED,2017-06-12,59004.20,$,7,0.0728
5293,1186,CHECKING,0,2022-08-15,66660.19,usd,6,3.64%
5294,1092,Certificate of Deposit,active,"Oct 18, 2018","$80,302.90",USD,19,7.86
5295,1161,line_of_credit,A,09/18/2022,240639,usd,20,3.78%
5296,1199,checking,inactive,2019-12-29,39144.11,dollars,12,2.93
5297,1030,checking,ACTIVE,"Jun 04, 2021",41328.18,US Dollar,19,2.57
5298,1178,CHECKING,inactive,18-Nov-2022,"$50,191.16",dollars,14,4.39
5299,1026,LOC,ACTIVE,"Mar 22, 2015",60527.18,US Dollar,13,2.29
5300,1133,CertDeposit,Inactive,05/21/2022,"$69,509.76",USD,4,0.0627
5301,1002,CertDeposit,CLOSED,2017-04-24,67943.86,USD,6,1.27
5302,1193,Checking,ACTIVE,2016-12-03,"$83,283.88",US Dollar,14,3.09
5303,1077,Checking,closed,"Jul 26, 2016",76844.97,$,19,5.61%
5304,1134,Line of Credit,C,2015-07-03,"$45,516.91",usd,8,5.82
5305,1037,savings account,INACTIVE,20-Aug-2021,"$70,689.68",usd,12,0.0522
5306,1187,CREDIT,ACTIVE,2019-06-27,46512.06,$,15,0.0367
5307,1174,CREDIT,Inactive,08-Jan-2018,"$11,747.36",usd,7,1.49
5308,1108,checking account,Open,10-Oct-2017,84354.39,dollars,3,3.65
5309,1137,CHECKING,0,26-Jan-2019,"$46,385.53",USD,11,0.0331
5310,1058,SAVINGS,Active,20-May-2016,787446,usd,6,0.0365
5311,1025,cert_deposit,Open,02/10/2016,59388.95,$,2,4.86
5312,1193,line_of_credit,active,05/07/2020,29012.28,US Dollar,19,4.86%
5313,1003,cert_deposit,Inactive,2023-04-01,12794.50,usd,9,2.0
5314,1182,savings,0,03-Apr-2020,51544.11,dollars,17,2.28%
5315,1110,cert_deposit,Inactive,05-Jun-2018,74858.65,usd,14,0.0314
5316,1163,checking,ACTIVE,"Dec 13, 2015",61910.98,USD,10,0.0216
5317,1109,cert_deposit,Inactive,"Dec 20, 2020",11164.63,dollars,4,4.61
5318,1158,Savings,INACTIVE,2018-11-14,6327593,dollars,8,5.92
5319,1044,cert_deposit,A,"Dec 18, 2018",1444661,$,2,6.88
5320,1098,SAV,Open,17-Jan-2021,82411.78,$,4,0.074
5321,1124,savings account,1,2022-03-18,1771714,US Dollar,17,3.76%
5322,1159,Certificate of Deposit,Active,2018-12-20,29916.12,US Dollar,4,4.22%
5323,1185,SAV,Closed,12/14/2015,2981251,USD,17,0.0402
5324,1032,Certificate of Deposit,Active,14-Mar-2019,1280640,$,10,2.58%
5325,1047,CertDeposit,inactive,24-Oct-2016,2254068,dollars,5,5.59%
5326,1002,Line of Credit,INACTIVE,"Jul 01, 2016",60138.26,USD,13,0.0233
5327,1009,SAV,0,"May 01, 2016",1651381,dollars,14,7.72%
5328,1175,checking account,Open,2019-05-12,63718.19,dollars,5,4.51
5329,1006,checking account,active,"Aug 02, 2015",28922.31,USD,11,0.0637
5330,1112,Certificate of Deposit,1,12/04/2021,"$23,630.10",USD,5,0.0633
5331,1072,CHECKING,INACTIVE,2017-03-23,"$22,031.88",usd,16,5.66%
5332,1049,checking account,A,2016-08-21,"$9,799.43",dollars,14,0.0127
5333,1024,Checking,Closed,"Jun 27, 2017",3432391,$,11,0.059
5334,1016,cert_deposit,Closed,"Feb 23, 2018","$54,551.15",$,12,1.77%
5335,1082,Checking,active,"May 18, 2017",2996.02,USD,10,5.62%
5336,1156,CHECKING,Closed,2016-04-01,"$15,303.82",dollars,4,3.55%
5337,1085,Line of Credit,Inactive,09/02/2017,6875800,US Dollar,9,4.70%
5338,1023,CHECKING,active,05/04/2022,5332726,US Dollar,7,1.84
5339,1026,checking,closed,2020-12-25,"$52,425.39",$,5,0.0608
5340,1050,CREDIT,closed,"Jan 11, 2020",60342.07,US Dollar,4,7.83%
5341,1124,CREDIT,closed,09/20/2021,79128.91,US Dollar,9,0.0654
5342,1012,Checking,inactive,2020-07-20,"$82,646.53",usd,18,6.19%
5343,1113,cert_deposit,Closed,2017-04-27,"$47,593.63",dollars,6,3.81%
5344,1147,Savings,C,30-Jan-2023,59069.71,US Dollar,17,4.19
5345,1057,savings account,Inactive,25-Dec-2020,22458.0,USD,8,0.022
5346,1164,checking account,1,03/16/2022,78779.7,$,8,0.0711
5347,1001,Line of Credit,0,02/27/2021,5124114,$,9,3.27
5348,1157,savings account,Open,03/12/2023,83739.84,USD,9,0.0677
5349,1005,CertDeposit,0,19-Sep-2022,"$83,184.18",US Dollar,13,1.75
5350,1114,savings,Open,09/29/2016,2248184,US Dollar,15,5.41%
5351,1095,checking account,CLOSED,"Feb 12, 2017","$7,510.59",usd,19,0.0422
5352,1166,savings account,Active,2021-10-25,"$26,018.70",usd,7,6.72
5353,1019,CREDIT,A,2016-07-16,3840457,dollars,1,1.7
5354,1099,CHK,ACTIVE,2018-01-01,70171.07,USD,5,0.0193
5355,1028,CertDeposit,Inactive,04/24/2021,69460.83,USD,15,2.42%
5356,1085,Certificate of Deposit,active,2021-02-04,20345.66,US Dollar,4,5.84
5357,1027,CertDeposit,1,"Apr 09, 2015",826940,dollars,8,0.0199
